From	To
ORAI2	Mast_cells
ORAI2	Neutrophils
ORM1	CCR5
OSM	IL6ST
OSM	LIFR
OSM	OSMR
OSTN	NPR3
OXT	AVPR1A
OXT	AVPR1B
OXT	AVPR2
OXT	OXTR
P2RY14	B_cells
P2RY14	Eosinophils
P2RY14	Mast_cells
P2RY14	Neutrophils
PCSK9	VLDLR
PDAP1	PDGFRB
PDCD1	B_cells
PDCD1	Dendritic_cells
PDCD1	Macrophage
PDCD1	T_cells_CD4
PDCD1	T_cells_CD8
PDCD1LG2	PDCD1
PDGFA	PDGFRA
PDGFB	ART1
PDGFB	LRP1
PDGFB	PDGFRA
PDGFB	PDGFRB
PDGFC	FLT4
PDGFC	KDR
PDGFC	PDGFRA
PDGFD	PDGFRB
PDGFRA	B_cells
PDGFRA	Eosinophils
PDGFRA	Macrophage
PDGFRA	Mast_cells
PDGFRA	NK_cells
PDGFRA	Neutrophils
PDGFRA	T_cells_CD4
PDGFRA	T_cells_CD8
PDGFRB	NK_cells
PDYN	OPRD1
PDYN	OPRK1
PDYN	OPRM1
PENK	MRGPRX1
PENK	OGFR
PENK	OPRD1
PENK	OPRM1
PF4	CXCR3
PF4	FGFR2
PF4	LDLR
PF4	PROCR
PF4	SDC2
PF4	THBD
PGF	FLT1
PGF	NRP1
PGF	NRP2
PIGF	FLT1
PIP	CD4
PLA2G10	PLA2R1
PLAT	LRP1
PLAU	IGF2R
PLAU	LRP1
PLAU	LRP2
PLAU	PLAUR
PLAU	ST14
PLAUR	Eosinophils
PLAUR	Macrophage
PLAUR	Mast_cells
PLAUR	NK_cells
PLAUR	Neutrophils
PLAUR	T_cells_CD4
PLG	F2R
PLG	F2RL1
PLG	F3
PLG	ITGA9
PLG	ITGB1
PLG	PLGRKT
PLGRKT	B_cells
PLGRKT	Eosinophils
PLGRKT	Macrophage
PLGRKT	Mast_cells
PLGRKT	NK_cells
PLGRKT	T_cells_CD4
PLGRKT	T_cells_CD8
PLSCR4	Mast_cells
PLTP	ABCA1
PLXNA2	Neutrophils
PLXNA3	Mast_cells
PLXNA3	T_cells_CD4
PLXNB2	Macrophage
PLXNB2	Mast_cells
PLXNB3	Mast_cells
PLXNC1	B_cells
PLXNC1	Eosinophils
PLXNC1	Macrophage
PLXNC1	Mast_cells
PLXNC1	NK_cells
PLXNC1	Neutrophils
PLXNC1	T_cells_CD8
PLXND1	Eosinophils
PLXND1	Macrophage
PLXND1	Mast_cells
PLXND1	NK_cells
PLXND1	T_cells_CD4
PLXND1	T_cells_CD8
PMCH	MCHR1
PMCH	MCHR2
PNOC	OPRL1
PODXL	SELL
PODXL2	SELL
POMC	MC1R
POMC	MC2R
POMC	MC3R
POMC	MC4R
POMC	MC5R
POMC	OPRD1
POMC	OPRK1
POMC	OPRM1
PON2	HTR2A
PPBP	CXCR1
PPBP	CXCR2
PPY	NPY4R
PPY	NPY5R
PRL	PRLR
PRLH	PRLHR
PRND	RPSA
PROC	PROCR
PROC	THBD
PROCR	Macrophage
PROCR	Mast_cells
PROK1	PROKR1
PROK1	PROKR2
PROK2	PROKR1
PROK2	PROKR2
PROS1	AXL
PROS1	TYRO3
PRSS23	TMEM222
PSAP	CD1B
PSAP	CELSR1
PSAP	GPR37
PSAP	GPR37L1
PSAP	LRP1
PSEN1	NCSTN
PSEN1	NOTCH1
PSEN1	NOTCH2
PSEN1	NOTCH3
PSEN1	NOTCH4
PSPN	GFRA1
PSPN	GFRA4
PSPN	RET
PTDSS1	JMJD6
PTDSS1	SCARB1
PTGDR	NK_cells
PTGDR	T_cells_CD8
PTGDR2	Mast_cells
PTGDR2	Neutrophils
PTGS2	CAV1
PTGS2	PTGDR2
PTH	PTH1R
PTH	PTH2R
PTH2	PTH1R
PTH2	PTH2R
PTH2R	Mast_cells
PTHLH	PRLHR
PTHLH	PTH1R
PTHLH	PTH2R
PTMA	VIPR1
PTN	ALK
PTN	CDH10
PTN	PLXNB2
PTN	PTPRB
PTN	PTPRS
PTN	PTPRZ1
PTN	SDC1
PTN	SDC3
PTPRB	Mast_cells
PTPRM	Mast_cells
PTPRM	NK_cells
PTPRM	T_cells_CD4
PTPRM	T_cells_CD8
PVR	TIGIT
PVRL1	Mast_cells
PVRL2	Eosinophils
PVRL2	Macrophage
PVRL2	Mast_cells
PVRL2	Neutrophils
PYY	FAP
PYY	NPY1R
PYY	NPY2R
PYY	NPY4R
PYY	NPY5R
QRFP	P2RY14
QRFP	QRFPR
RAET1E	KLRK1
RARRES2	CCRL2
RARRES2	CMKLR1
RARRES2	GPR1
RBP3	NOTCH1
RBP4	STRA6
RELN	ITGA3
RELN	ITGB1
RELN	LRP8
RELN	VLDLR
REN	ATP6AP2
RET	Mast_cells
RGMA	NEO1
RGMB	NEO1
RIMS1	CACNA1C
RIMS2	ABCA1
RLN1	RXFP1
RLN1	RXFP2
RLN2	RXFP1
RLN2	RXFP2
RLN3	RXFP1
RLN3	RXFP2
RLN3	RXFP3
RLN3	RXFP4
RNASE2	TLR2
RPH3A	NRXN1
RPS19	C5AR1
RPSA	B_cells
RPSA	Eosinophils
RPSA	Macrophage
RPSA	Mast_cells
RPSA	NK_cells
RPSA	T_cells_CD4
RPSA	T_cells_CD8
RSPO1	LGR4
RSPO1	LGR5
RSPO1	LGR6
RSPO1	LRP6
RSPO1	ZNRF3
RSPO2	LGR4
RSPO2	LGR5
RSPO2	LGR6
RSPO3	FZD8
RSPO3	LGR4
RSPO3	LGR5
RSPO3	LGR6
RSPO3	LRP6
RSPO3	SDC4
RSPO4	LGR4
RSPO4	LGR5
RSPO4	LGR6
RTN4	CNTNAP1
RTN4	LINGO1
RTN4	RTN4R
RTN4	TNFRSF19
RYK	B_cells
RYK	Eosinophils
RYK	Macrophage
RYK	Mast_cells
RYK	NK_cells
RYK	Neutrophils
RYK	T_cells_CD4
RYK	T_cells_CD8
S100A8	TLR4
S100A9	TLR4
S1PR1	B_cells
S1PR1	Eosinophils
S1PR1	Mast_cells
S1PR1	NK_cells
S1PR1	Neutrophils
S1PR1	T_cells_CD4
S1PR1	T_cells_CD8
SAA1	FPR1
SAA1	FPR2
SCARB1	B_cells
SCARB1	Macrophage
SCARF1	Eosinophils
SCARF1	Mast_cells
SCARF1	Neutrophils
SCGB1A1	LMBR1L
SCGB1A1	LRP2
SCGB3A1	MARCO
SCGB3A2	MARCO
SCT	SCTR
SCT	VIPR1
SCT	VIPR2
SDC2	Eosinophils
SDC2	Macrophage
SDC2	Neutrophils
SDC3	Macrophage
SDC3	Mast_cells
SDC4	Macrophage
SDC4	Mast_cells
SELL	B_cells
SELL	Eosinophils
SELL	NK_cells
SELL	Neutrophils
SELL	T_cells_CD4
SELL	T_cells_CD8
SELPLG	SELE
SELPLG	SELL
SELPLG	SELP
SEMA3A	NRP1
SEMA3A	NRP2
SEMA3A	PLXNA1
SEMA3A	PLXNA2
SEMA3A	PLXNA4
SEMA3B	NRP1
SEMA3B	NRP2
SEMA3C	NRP1
SEMA3C	NRP2
SEMA3C	PLXND1
SEMA3D	NRP1
SEMA3E	PLXND1
SEMA3F	NRP1
SEMA3F	NRP2
SEMA3F	PLXNA3
SEMA3G	NRP2
SEMA4A	PLXND1
SEMA4B	DCBLD2
SEMA4C	PLXNB2
SEMA4D	CD72
SEMA4D	ERBB2
SEMA4D	MET
SEMA4D	PLXNB1
SEMA4D	PLXNB2
SEMA4F	NRP2
SEMA4G	PLXNB2
SEMA5A	MET
SEMA5A	PLXNB3
SEMA6A	PLXNA2
SEMA6A	PLXNA4
SEMA6D	KDR
SEMA6D	PLXNA1
SEMA6D	TREM2
SEMA6D	TYROBP
SEMA7A	ITGA1
SEMA7A	ITGB1
SEMA7A	PLXNC1
SERPINA1	LRP1
SERPINA7	SLC16A2
SERPINC1	LRP1
SERPINC1	SDC2
SERPINE1	LRP1
SERPINE1	LRP2
SERPINE2	LRP1
SERPING1	LRP1
SERPING1	SELE
SERPING1	SELP
SFRP1	FZD2
SFRP1	FZD6
SFTPA1	TLR2
SFTPA2	CD93
SHANK1	ABCA1
SHANK1	BAI2
SHANK1	LPHN1
SHANK1	LPHN2
SHANK1	SSTR2
SHBG	CD177
SHBG	CLDN4
SHBG	SLC37A1
SHH	BOC
SHH	CDON
SHH	GPC5
SHH	HHIP
SHH	LRP2
SHH	PTCH1
SHH	PTCH2
SHH	SMO
SLC37A1	B_cells
SLC37A1	Eosinophils
SLC37A1	NK_cells
SLC37A1	Neutrophils
SLC37A1	T_cells_CD4
SLC40A1	Eosinophils
SLC40A1	Mast_cells
SLC40A1	Neutrophils
SLC40A1	T_cells_CD4
SLC40A1	T_cells_CD8
SLIT1	GPC1
SLIT1	ROBO1
SLIT1	SDC1
SLIT2	GPC1
SLIT2	ROBO1
SLIT2	ROBO2
SLIT2	ROBO4
SLIT2	SDC1
SLIT3	ROBO2
SORBS1	INSR
SORL1	B_cells
SORL1	Eosinophils
SORL1	NK_cells
SORL1	Neutrophils
SORL1	T_cells_CD4
SORL1	T_cells_CD8
SORT1	Eosinophils
SORT1	Macrophage
SORT1	Mast_cells
SORT1	Neutrophils
SOST	LRP5
SOST	LRP6
SPINK1	EGFR
SPINK1	NRSN1
SPINT1	ST14
SPP1	CD44
SPP1	ITGA4
SPP1	ITGA5
SPP1	ITGA9
SPP1	ITGAV
SPP1	ITGB1
SPP1	S1PR1
SST	SSTR1
SST	SSTR2
SST	SSTR3
SST	SSTR4
SST	SSTR5
ST14	B_cells
ST14	Macrophage
ST14	Mast_cells
SYTL3	NRXN1
TAC1	TACR1
TAC1	TACR2
TAC1	TACR3
TAC3	TACR1
TAC3	TACR2
TAC3	TACR3
TAC4	TACR1
TAC4	TACR2
TAC4	TACR3
TCTN1	TMEM67
TDGF1	ACVR1B
TDGF1	ACVR1C
TDGF1	ACVR2A
TF	TFR2
TF	TFRC
TFPI	LRP1
TFPI	VLDLR
TFRC	B_cells
TFRC	Eosinophils
TFRC	Macrophage
TFRC	Mast_cells
TFRC	NK_cells
TFRC	Neutrophils
TFRC	T_cells_CD4
TFRC	T_cells_CD8
TG	ASGR1
TG	LRP2
TGFA	EGFR
TGFA	ERBB2
TGFA	ERBB4
TGFB1	ACVRL1
TGFB1	ENG
TGFB1	ITGAV
TGFB1	ITGB6
TGFB1	ITGB8
TGFB1	SDC2
TGFB1	TGFBR1
TGFB1	TGFBR2
TGFB1	TGFBR3
TGFB2	ENG
TGFB2	TGFBR1
TGFB2	TGFBR2
TGFB2	TGFBR3
TGFB3	ACVRL1
TGFB3	ENG
TGFB3	TGFBR1
TGFB3	TGFBR2
TGFB3	TGFBR3
TGFBR1	B_cells
TGFBR1	Eosinophils
TGFBR1	Macrophage
TGFBR1	Mast_cells
TGFBR1	NK_cells
TGFBR1	Neutrophils
TGFBR1	T_cells_CD4
TGFBR1	T_cells_CD8
TGFBR2	B_cells
TGFBR2	Eosinophils
TGFBR2	Macrophage
TGFBR2	Mast_cells
TGFBR2	NK_cells
TGFBR2	Neutrophils
TGFBR2	T_cells_CD4
TGFBR2	T_cells_CD8
TGFBR3	NK_cells
TGFBR3	T_cells_CD4
TGFBR3	T_cells_CD8
TGM2	GPR56
TGM2	ITGB1
TGM2	ITGB3
TGM2	SDC4
THBD	Eosinophils
THBD	Macrophage
THBD	Neutrophils
THBS1	CD36
THBS1	CD47
THBS1	ITGA2B
THBS1	ITGA3
THBS1	ITGA4
THBS1	ITGA6
THBS1	ITGB1
THBS1	ITGB3
THBS1	LRP1
THBS1	LRP5
THBS1	SDC1
THBS1	TNFRSF11B
THBS2	CD47
THBS2	ITGA4
THBS2	ITGA6
THBS2	ITGB1
THBS2	NOTCH3
THPO	MPL
TIE1	Mast_cells
TIGIT	NK_cells
TIGIT	T_cells_CD4
TIGIT	T_cells_CD8
TIMP1	CD63
TIMP2	ITGA3
TIMP2	ITGB1
TIMP3	AGTR2
TIMP3	KDR
TLR2	Eosinophils
TLR2	Macrophage
TLR2	Neutrophils
TLR4	Eosinophils
TLR4	Macrophage
TLR4	Mast_cells
TLR4	Neutrophils
TLR5	Neutrophils
TLR6	B_cells
TLR6	Eosinophils
TLR6	Macrophage
TLR6	Neutrophils
TLR9	B_cells
TMEM222	B_cells
TMEM222	Eosinophils
TMEM222	Macrophage
TMEM222	Mast_cells
TMEM222	NK_cells
TMEM222	Neutrophils
TMEM222	T_cells_CD4
TMEM222	T_cells_CD8
TNC	CNTN1
TNC	EGFR
TNC	ITGA5
TNC	ITGA7
TNC	ITGB1
TNC	PTPRB
TNF	TNFRSF1A
TNF	TNFRSF1B
TNF	TNFRSF21
TNF	TRAF2
TNFRSF10A	B_cells
TNFRSF10A	Macrophage
TNFRSF10A	Mast_cells
TNFRSF10A	NK_cells
TNFRSF10A	T_cells_CD4
TNFRSF10A	T_cells_CD8
TNFRSF10B	B_cells
TNFRSF10B	Eosinophils
TNFRSF10B	Macrophage
TNFRSF10B	Mast_cells
TNFRSF10B	NK_cells
TNFRSF10B	Neutrophils
TNFRSF10B	T_cells_CD4
TNFRSF10B	T_cells_CD8
TNFRSF10C	Eosinophils
TNFRSF10C	Neutrophils
TNFRSF10D	Macrophage
TNFRSF10D	Mast_cells
TNFRSF10D	T_cells_CD4
TNFRSF12A	Eosinophils
TNFRSF12A	Macrophage
TNFRSF12A	Mast_cells
TNFRSF12A	Neutrophils
TNFRSF13B	B_cells
TNFRSF13C	B_cells
TNFRSF14	BTLA
TNFRSF14	B_cells
TNFRSF14	CD160
TNFRSF14	Eosinophils
TNFRSF14	Macrophage
TNFRSF14	Mast_cells
TNFRSF14	NK_cells
TNFRSF14	Neutrophils
TNFRSF14	T_cells_CD4
TNFRSF14	T_cells_CD8
TNFRSF17	B_cells
TNFRSF18	NK_cells
TNFRSF18	T_cells_CD4
TNFRSF18	T_cells_CD8
TNFRSF1A	Eosinophils
TNFRSF1A	Macrophage
TNFRSF1A	NK_cells
TNFRSF1A	Neutrophils
TNFRSF1A	T_cells_CD4
TNFRSF1A	T_cells_CD8
TNFRSF1B	B_cells
TNFRSF1B	Eosinophils
TNFRSF1B	Macrophage
TNFRSF1B	Mast_cells
TNFRSF1B	NK_cells
TNFRSF1B	Neutrophils
TNFRSF1B	T_cells_CD4
TNFRSF1B	T_cells_CD8
TNFRSF21	Macrophage
TNFRSF21	Mast_cells
TNFRSF25	Eosinophils
TNFRSF25	NK_cells
TNFRSF25	T_cells_CD4
TNFRSF25	T_cells_CD8
TNFRSF4	NK_cells
TNFRSF4	T_cells_CD4
TNFRSF4	T_cells_CD8
TNFRSF8	Eosinophils
TNFRSF8	Neutrophils
TNFRSF9	Macrophage
TNFRSF9	Mast_cells
TNFRSF9	NK_cells
TNFRSF9	T_cells_CD4
TNFRSF9	T_cells_CD8
TNFSF10	TNFRSF10A
TNFSF10	TNFRSF10B
TNFSF10	TNFRSF10C
TNFSF10	TNFRSF10D
TNFSF10	TNFRSF11B
TNFSF11	TNFRSF11A
TNFSF11	TNFRSF11B
TNFSF12	TNFRSF12A
TNFSF12	TNFRSF25
TNFSF13	FAS
TNFSF13	SDC2
TNFSF13	TNFRSF11B
TNFSF13	TNFRSF13B
TNFSF13	TNFRSF14
TNFSF13	TNFRSF17
TNFSF13	TNFRSF1A
TNFSF13B	TNFRSF13B
TNFSF13B	TNFRSF13C
TNFSF13B	TNFRSF17
TNFSF14	LTBR
TNFSF14	TNFRSF14
TNFSF14	TNFRSF6B
TNFSF15	TNFRSF25
TNFSF15	TNFRSF6B
TNFSF18	TNFRSF18
TNFSF4	TNFRSF4
TNFSF4	TRAF2
TNFSF8	TNFRSF8
TNFSF9	TNFRSF9
TNFSF9	TRAF2
TRAF2	Mast_cells
TREM2	Macrophage
TRH	TRHR
TSHB	TSHR
TSLP	IL7R
TYROBP	B_cells
TYROBP	Eosinophils
TYROBP	Macrophage
TYROBP	Mast_cells
TYROBP	NK_cells
TYROBP	Neutrophils
TYROBP	T_cells_CD4
TYROBP	T_cells_CD8
T_cells_CD4	ADAM10
T_cells_CD4	ADAM15
T_cells_CD4	ADAM17
T_cells_CD4	ANXA1
T_cells_CD4	APP
T_cells_CD4	ARF1
T_cells_CD4	B2M
T_cells_CD4	BTLA
T_cells_CD4	CALR
T_cells_CD4	CCL28
T_cells_CD4	CCL5
T_cells_CD4	CD200
T_cells_CD4	CD274
T_cells_CD4	CD276
T_cells_CD4	CD40LG
T_cells_CD4	CD55
T_cells_CD4	FLT3LG
T_cells_CD4	GNAI2
T_cells_CD4	GNAS
T_cells_CD4	GPI
T_cells_CD4	GSTP1
T_cells_CD4	HLA-A
T_cells_CD4	HLA-B
T_cells_CD4	HLA-C
T_cells_CD4	HLA-E
T_cells_CD4	HMGB1
T_cells_CD4	HSP90AA1
T_cells_CD4	ICAM1
T_cells_CD4	ICAM2
T_cells_CD4	ICAM3
T_cells_CD4	IFNG
T_cells_CD4	IL16
T_cells_CD4	IL1B
T_cells_CD4	IL23A
T_cells_CD4	IL8
T_cells_CD4	LGALS3BP
T_cells_CD4	LIN7C
T_cells_CD4	LRPAP1
T_cells_CD4	LTB
T_cells_CD4	LTBP3
T_cells_CD4	MFNG
T_cells_CD4	MIA
T_cells_CD4	NAMPT
T_cells_CD4	OSM
T_cells_CD4	PDAP1
T_cells_CD4	PSAP
T_cells_CD4	PSEN1
T_cells_CD4	PTDSS1
T_cells_CD4	PTMA
T_cells_CD4	RGMB
T_cells_CD4	RPS19
T_cells_CD4	RTN4
T_cells_CD4	SELPLG
T_cells_CD4	SEMA4D
T_cells_CD4	SYTL3
T_cells_CD4	TGFB1
T_cells_CD4	TIMP1
T_cells_CD4	TNF
T_cells_CD4	TNFSF10
T_cells_CD4	TNFSF12
T_cells_CD4	TNFSF8
T_cells_CD4	ULBP2
T_cells_CD4	VASP
T_cells_CD4	VEGFB
T_cells_CD4	VIM
T_cells_CD4	WNT7A
T_cells_CD4	YARS
T_cells_CD8	ADAM10
T_cells_CD8	ADAM17
T_cells_CD8	ANXA1
T_cells_CD8	APP
T_cells_CD8	ARF1
T_cells_CD8	B2M
T_cells_CD8	BTLA
T_cells_CD8	CALR
T_cells_CD8	CCL28
T_cells_CD8	CCL4
T_cells_CD8	CCL5
T_cells_CD8	CD14
T_cells_CD8	CD200
T_cells_CD8	CD274
T_cells_CD8	CD276
T_cells_CD8	CD40LG
T_cells_CD8	CD55
T_cells_CD8	EFNA4
T_cells_CD8	FLT3LG
T_cells_CD8	GNAI2
T_cells_CD8	GNAS
T_cells_CD8	GPI
T_cells_CD8	GSTP1
T_cells_CD8	GZMB
T_cells_CD8	HLA-A
T_cells_CD8	HLA-B
T_cells_CD8	HLA-C
T_cells_CD8	HLA-E
T_cells_CD8	HMGB1
T_cells_CD8	HSP90AA1
T_cells_CD8	ICAM1
T_cells_CD8	ICAM2
T_cells_CD8	ICAM3
T_cells_CD8	IFNG
T_cells_CD8	IL16
T_cells_CD8	IL23A
T_cells_CD8	IL8
T_cells_CD8	ITGB3BP
T_cells_CD8	LGALS3BP
T_cells_CD8	LIN7C
T_cells_CD8	LRPAP1
T_cells_CD8	LTB
T_cells_CD8	LTBP3
T_cells_CD8	MFNG
T_cells_CD8	MIA
T_cells_CD8	NAMPT
T_cells_CD8	PDAP1
T_cells_CD8	PDGFD
T_cells_CD8	PF4
T_cells_CD8	PIGF
T_cells_CD8	PPBP
T_cells_CD8	PRSS23
T_cells_CD8	PSAP
T_cells_CD8	PSEN1
T_cells_CD8	PTDSS1
T_cells_CD8	PTMA
T_cells_CD8	RPS19
T_cells_CD8	RTN4
T_cells_CD8	S100A8
T_cells_CD8	S100A9
T_cells_CD8	SELPLG
T_cells_CD8	SEMA4D
T_cells_CD8	SERPINA1
T_cells_CD8	SYTL3
T_cells_CD8	TGFB1
T_cells_CD8	TIMP1
T_cells_CD8	TNF
T_cells_CD8	TNFSF10
T_cells_CD8	TNFSF12
T_cells_CD8	TNFSF8
T_cells_CD8	UTS2
T_cells_CD8	VASP
T_cells_CD8	VCAN
T_cells_CD8	VEGFB
T_cells_CD8	VIM
T_cells_CD8	XCL2
T_cells_CD8	YARS
UCN	CRHR1
UCN	CRHR2
UCN2	CRHR1
UCN2	CRHR2
UCN2	IL10RB
UCN3	CRHR1
UCN3	CRHR2
UCN3	IL10RB
ULBP2	KLRK1
UTS2	UTS2R
UTS2B	UTS2R
VASP	CXCR2
VCAM1	ITGA4
VCAM1	ITGAD
VCAM1	ITGB1
VCAM1	ITGB2
VCAM1	ITGB7
VCAN	CD44
VCAN	EGFR
VCAN	ITGA4
VCAN	ITGB1
VCAN	SELP
VCAN	TLR2
VEGFA	EPHB2
VEGFA	FLT1
VEGFA	GPC1
VEGFA	KDR
VEGFA	NRP1
VEGFA	NRP2
VEGFB	FLT1
VEGFB	NRP1
VEGFC	FLT4
VEGFC	KDR
VEGFC	NRP2
VEGFC	VIPR2
VIM	CD44
VIP	ADCYAP1R1
VIP	SCTR
VIP	VIPR1
VIP	VIPR2
VIPR1	T_cells_CD4
VIPR1	T_cells_CD8
VTN	ITGA5
VTN	ITGA8
VTN	ITGAV
VTN	ITGB3
VTN	ITGB6
VTN	ITGB8
VTN	PLAUR
VTN	PVR
VTN	TNFRSF11B
VWF	GP1BA
VWF	ITGA2B
VWF	TNFRSF11B
WNT1	FZD3
WNT1	FZD8
WNT1	FZD9
WNT1	LRP5
WNT1	LRP6
WNT1	RYK
WNT11	FZD7
WNT2	FZD1
WNT2	FZD5
WNT2	FZD7
WNT2	FZD8
WNT2	FZD9
WNT3	FZD1
WNT3	FZD7
WNT3	FZD8
WNT3	LRP6
WNT3	RYK
WNT3A	APCDD1
WNT3A	FZD1
WNT3A	FZD2
WNT3A	FZD5
WNT3A	FZD6
WNT3A	FZD7
WNT3A	FZD8
WNT3A	LRP1
WNT3A	LRP6
WNT3A	RYK
WNT4	FZD2
WNT4	FZD6
WNT5A	FZD1
WNT5A	FZD2
WNT5A	FZD4
WNT5A	FZD5
WNT5A	FZD6
WNT5A	FZD7
WNT5A	FZD8
WNT5A	LRP5
WNT5A	MCAM
WNT5A	ROR1
WNT5A	ROR2
WNT5A	RYK
WNT7A	FZD10
WNT7A	FZD5
WNT7A	FZD9
WNT7B	FZD1
WNT7B	FZD10
WNT7B	LRP5
XCL1	XCR1
XCL2	XCR1
YARS	CXCR1
ZG16B	CXCR4
ZG16B	TLR2
ZG16B	TLR4
ZG16B	TLR5
ZG16B	TLR6
ZP3	MERTK
